O96607	10.152284264	0.0	10.152284264	5.07614213198	10.152284264	17.7664974619	7.61421319797	Homer
Q9VM94	10.0755667506	0.0	10.0755667506	5.03778337531	10.0755667506	17.6322418136	7.55667506297	Homer_isoform_B
P21187	14.1955835962	4.73186119874	12.61829653	8.67507886435	0.0	14.1955835962	4.33753943218	Polyadenylate-binding_protein
P49847	13.201320132	4.9504950495	11.5511551155	8.25082508251	0.0	13.201320132	4.12541254125	Transcription_initiation_factor_TFIID_subunit_6
A4V3Q6	4.329004329	4.329004329	2.1645021645	3.24675324675	6.49350649351	6.49350649351	4.87012987013	Elongation_factor_1-alpha
P05303	4.329004329	4.329004329	2.1645021645	3.24675324675	6.49350649351	6.49350649351	4.87012987013	Elongation_factor_1-alpha_2
P08736	4.31965442765	4.31965442765	2.15982721382	3.23974082073	6.47948164147	6.47948164147	4.8596112311	Elongation_factor_1-alpha_1
Q26365	16.0256410256	3.20512820513	12.8205128205	8.01282051282	6.41025641026	16.0256410256	7.21153846154	ADPATP_carrier_protein
Q26365-2	16.7224080268	3.34448160535	13.3779264214	8.36120401338	6.6889632107	16.7224080268	7.52508361204	Isoform_A_of_ADPATP_carrier_protein
B7Z060	6.43382352941	0.919117647059	6.43382352941	3.67647058824	0.0	6.43382352941	1.83823529412	TBP-associated_factor_4_isoform_E
E1JI11	7.60043431053	1.08577633008	7.60043431053	4.3431053203	0.0	7.60043431053	2.17155266015	TBP-associated_factor_4_isoform_F
P47825	7.60043431053	1.08577633008	7.60043431053	4.3431053203	0.0	7.60043431053	2.17155266015	Transcription_initiation_factor_TFIID_subunit_4
Q0E8S7	0.0	0.0	0.0	0.0	7.5329566855	7.5329566855	3.76647834275	Homer_isoform_C
A4V1F9	2.62123197903	0.0	2.62123197903	1.31061598952	2.62123197903	2.62123197903	1.96592398427	Ubiquitin-63E_isoform_C
P0CG69	2.62123197903	0.0	2.62123197903	1.31061598952	2.62123197903	2.62123197903	1.96592398427	Polyubiquitin
