Q9W2U7	7.45341614907	3.72670807453	6.83229813665	5.27950310559	4.96894409938	8.69565217391	5.12422360248	CG17255_isoform_A
Q26365	30.0	12.5	25.0	18.75	17.5	37.5	18.125	ADPATP_carrier_protein
Q26365-2	30.7692307692	12.8205128205	25.641025641	19.2307692308	17.9487179487	38.4615384615	18.5897435897	Isoform_A_of_ADPATP_carrier_protein
Q8IGP5	11.320754717	7.54716981132	11.320754717	9.43396226415	9.43396226415	15.0943396226	9.43396226415	CG1832_isoform_B
Q9V9N4	11.5384615385	7.69230769231	11.5384615385	9.61538461538	9.61538461538	15.3846153846	9.61538461538	CG1832_isoform_A
A4V3Q6	9.67741935484	8.06451612903	1.61290322581	4.83870967742	4.83870967742	11.2903225806	4.83870967742	Elongation_factor_1-alpha
P05303	9.67741935484	8.06451612903	1.61290322581	4.83870967742	4.83870967742	11.2903225806	4.83870967742	Elongation_factor_1-alpha_2
P08736	9.67741935484	8.06451612903	1.61290322581	4.83870967742	4.83870967742	11.2903225806	4.83870967742	Elongation_factor_1-alpha_1
Q86NP2	5.94059405941	0.0	5.94059405941	2.9702970297	2.9702970297	6.93069306931	2.9702970297	Negative_elongation_factor_A
L0MQ04	6.0	6.0	0.0	3.0	4.0	10.0	3.5	ATP_synthase-beta_isoform_C
Q05825	6.0	6.0	0.0	3.0	4.0	10.0	3.5	ATP_synthase_subunit_beta_mitochondrial
Q08473-2	5.12820512821	5.12820512821	2.5641025641	3.84615384615	5.12820512821	7.69230769231	4.48717948718	Isoform_A_of_RNA-binding_protein_squid
P21187	7.59493670886	0.0	7.59493670886	3.79746835443	0.0	7.59493670886	1.89873417722	Polyadenylate-binding_protein
Q94920	6.66666666667	6.66666666667	0.0	3.33333333333	6.66666666667	6.66666666667	5.0	Voltage-dependent_anion-selective_channel
A1ZAB5	3.14465408805	0.62893081761	2.51572327044	1.57232704403	0.0	3.14465408805	0.786163522013	Protein_clueless
E1JHL5	4.0	4.0	0.0	2.0	8.0	8.0	5.0	Lethal_(2)_37Cc_isoform_C
P24156	3.7037037037	3.7037037037	0.0	1.85185185185	7.40740740741	7.40740740741	4.62962962963	Protein_l(2)37Cc
Q7KM15	13.0434782609	0.0	13.0434782609	6.52173913043	4.34782608696	13.0434782609	5.4347826087	Beta_NAC_homolog
Q8IPE8	3.37078651685	3.37078651685	0.0	1.68539325843	1.12359550562	4.49438202247	1.40449438202	CG4389_isoform_B
Q9V397	3.125	3.125	0.0	1.5625	1.04166666667	4.16666666667	1.30208333333	BcDNA.GH12558
Q9VEX6	1.0101010101	0.0	1.0101010101	0.505050505051	2.0202020202	3.0303030303	1.26262626263	AAA_family_protein_Bor
A4V4A5	0.0	0.0	0.0	0.0	6.66666666667	6.66666666667	3.33333333333	Ran_isoform_B
P54399	3.33333333333	3.33333333333	0.0	1.66666666667	1.66666666667	3.33333333333	1.66666666667	Protein_disulfide-isomerase
Q7KNS5	5.88235294118	3.92156862745	3.92156862745	3.92156862745	0.0	5.88235294118	1.96078431373	Quaking_related_54B_isoform_A
Q9VNX4	2.98507462687	2.98507462687	0.0	1.49253731343	1.49253731343	2.98507462687	1.49253731343	CG7145_isoform_A
Q9VRP2	3.92156862745	3.92156862745	0.0	1.96078431373	1.96078431373	3.92156862745	1.96078431373	CG10576_isoform_A
Q9VVL7	4.08163265306	4.08163265306	0.0	2.04081632653	2.04081632653	4.08163265306	2.04081632653	Dihydrolipoyl_dehydrogenase
Q9VZ23	0.0	0.0	0.0	0.0	6.66666666667	6.66666666667	3.33333333333	GTP-binding_nuclear_protein_Ran
A4V3J5	2.5	2.5	0.0	1.25	2.5	5.0	1.875	Heterogeneous_nuclear_ribonucleoprotein_at_98DE_isoform_C
A4V3J6	2.5	2.5	0.0	1.25	2.5	5.0	1.875	Heterogeneous_nuclear_ribonucleoprotein_at_98DE_isoform_F
O02649	1.3698630137	1.3698630137	0.0	0.684931506849	1.3698630137	2.7397260274	1.02739726027	60_kDa_heat_shock_protein_mitochondrial
O61602	1.81818181818	1.81818181818	0.0	0.909090909091	1.81818181818	1.81818181818	1.36363636364	Apontic
P07909	2.5	2.5	0.0	1.25	2.5	5.0	1.875	Heterogeneous_nuclear_ribonucleoprotein_A1
P07909-2	2.5	2.5	0.0	1.25	2.5	5.0	1.875	Isoform_A_of_Heterogeneous_nuclear_ribonucleoprotein_A1
P07909-3	2.5	2.5	0.0	1.25	2.5	5.0	1.875	Isoform_E_of_Heterogeneous_nuclear_ribonucleoprotein_A1
