Name,S2_CLAMP,S2_IgG,S2_CLAMP-IgG,Kc_CLAMP,Kc_IgG,Kc_CLAMP-IgG,S2XLIP_CLAMP,S2XLIP_IgG,S2XLIP_CLAMP-IgG
Heterogeneous_nuclear_ribonucleoprotein_27C,17.2209026128,2.37529691211,14.8456057007,0.0,0.0,0.0,0.0,0.0,0.0
Heterogeneous_nuclear_ribonucleoprotein_at_27C_isoform_D,17.2209026128,2.37529691211,14.8456057007,0.0,0.0,0.0,0.0,0.0,0.0
CG1832_isoform_A,10.2495543672,0.0,10.2495543672,8.91265597148,0.0,8.91265597148,160.106951872,0.0,160.106951872
CG1832_isoform_B,10.1590106007,0.0,10.1590106007,8.83392226148,0.0,8.83392226148,158.692579505,0.0,158.692579505
Isoform_A_of_ADPATP_carrier_protein,10.0334448161,3.34448160535,6.6889632107,24.2474916388,7.52508361204,16.7224080268,255.183946488,464.615384615,-209.431438127
ADPATP_carrier_protein,9.61538461538,3.20512820513,6.41025641026,23.2371794872,7.21153846154,16.0256410256,244.551282051,445.256410256,-200.705128205
Heat_shock_70_kDa_protein_cognate_3,5.33536585366,3.0487804878,2.28658536585,0.762195121951,0.762195121951,0.0,42.8201219512,502.393292683,-459.573170732
Histone_H4,4.85436893204,2.42718446602,2.42718446602,0.0,4.85436893204,-4.85436893204,1200.19417476,3206.31067961,-2006.11650485
Elongation_factor_1-alpha,4.329004329,1.62337662338,2.70562770563,6.49350649351,4.87012987013,1.62337662338,122.121212121,0.0,122.121212121
Elongation_factor_1-alpha_2,4.329004329,1.62337662338,2.70562770563,6.49350649351,4.87012987013,1.62337662338,122.121212121,0.0,122.121212121
Elongation_factor_1-alpha_1,4.31965442765,1.61987041037,2.69978401728,6.47948164147,4.8596112311,1.61987041037,121.857451404,379.244060475,-257.386609071
CG17255_isoform_A,4.22260718926,0.0,4.22260718926,3.57297531399,0.0,3.57297531399,0.0,8.89562581204,-8.89562581204
Eukaryotic_translation_initiation_factor_4G_isoform_A,2.10084033613,0.300120048019,1.80072028812,0.0,0.450180072029,-0.450180072029,21.2484993998,179.381752701,-158.133253301
Histone_H2B,2.0325203252,0.0,2.0325203252,4.06504065041,0.0,4.06504065041,632.845528455,1917.15447154,-1284.30894309
Histone_H2A,2.01612903226,0.0,2.01612903226,2.01612903226,4.03225806452,-2.01612903226,0.0,0.0,0.0
Histone_H2A,2.01612903226,0.0,2.01612903226,2.01612903226,4.03225806452,-2.01612903226,0.0,0.0,0.0
GH17761p,1.87265917603,0.468164794007,1.40449438202,0.468164794007,2.80898876404,-2.34082397004,45.543071161,90.8426966292,-45.2996254682
Eukaryotic_translation_initiation_factor_4G_isoform_B,1.82386659719,0.260552371027,1.56331422616,0.0,0.39082855654,-0.39082855654,18.4471078687,155.732152163,-137.285044294
FI01658p,1.80505415162,0.0,1.80505415162,0.0,0.0,0.0,80.0,272.238267148,-192.238267148
Histone_H2A.v,1.77304964539,0.0,1.77304964539,1.77304964539,3.54609929078,-1.77304964539,153.475177305,605.24822695,-451.773049645
Isoform_A_of_Ataxin-2_homolog,1.68918918919,0.281531531532,1.40765765766,0.0,0.563063063063,-0.563063063063,0.0,23.6036036036,-23.6036036036
CG7239,1.6339869281,0.0,1.6339869281,0.0,0.0,0.0,0.0,0.0,0.0
Pif1A_isoform_D,1.5873015873,0.396825396825,1.19047619048,0.0,0.0,0.0,82.7619047619,56.0317460317,26.7301587302
Polyadenylate-binding_protein,1.57728706625,1.57728706625,0.0,2.36593059937,4.33753943218,-1.97160883281,89.2586750789,221.561514196,-132.302839117
